CONTRACT_ID;CLIENT_ID;TERM;CONTRACT_SUM;GENDER;AGE;LOAN_TO_INCOME;PAYMENT_TO_INCOME;DOWNPAYMENT;CAR_CATEGORY;GRACE_PERIOD;RATE_CHANGE_AFTER_GRACE
21926940;407733;120;874.4;M;56;13;0.2;0.30;1;0;0
21927383;407743;48;1402.25;F;58;15;0.38;0.20;2;0;0
21942779;407785;120;1147.5;F;50;13;0.21;0.50;2;0;0
21943437;407803;18;1782.45;M;29;5;0.26;0.60;3;18;15
21943865;359147;120;933.3;F;61;11;0.18;0.50;2;12;15
21944576;407823;84;1611.09;M;34;20;0.39;0.10;2;0;0
21944699;407830;12;1422.9;F;52;5;0.4;0.50;2;12;15
21945380;74852;120;1422.9;F;26;16;0.26;0.30;2;24;12
21952477;407881;18;543.15;M;24;7;0.39;0.70;2;18;15
21957767;407930;24;998.33;M;32;3;0.11;0.60;2;24;15
21957854;407931;84;1563.58;M;57;17;0.32;0.10;2;0;0
21957886;407933;84;1281.38;M;41;17;0.32;0.30;2;0;0
21959062;407954;120;1071;M;31;10;0.17;0.50;2;12;12
21959793;407961;84;1308.15;F;57;13;0.26;0.30;2;0;0
21961928;407967;60;905;F;57;10;0.23;0.30;1;6;15
21970761;408009;120;978.44;M;50;14;0.24;0.50;2;12;15
21971312;408028;24;765;F;24;9;0.36;0.70;2;24;15
21971485;408035;84;1024.72;M;30;15;0.29;0.50;2;0;0
21972311;408054;120;1024.72;F;34;11;0.19;0.50;2;12;15
21972838;408065;120;619.27;M;49;6;0.1;0.50;1;12;15
21973074;408074;120;1937.44;F;35;14;0.24;0.10;2;0;0
21973521;408087;120;1377;M;59;18;0.3;0.40;2;12;12
21975902;408098;120;1544.54;M;33;4;0.07;0.20;2;12;7
21976300;408101;84;1568.25;M;30;19;0.37;0.40;2;12;6
21980607;408108;36;1262.25;M;33;10;0.33;0.50;2;0;0
21984995;408127;120;1782.45;M;46;20;0.32;0.10;2;12;1
21985242;408133;120;1387.94;M;48;9;0.15;0.20;2;12;1
21985726;408145;120;986.85;F;30;12;0.2;0.50;2;12;12
21985747;344673;84;1415.25;M;30;7;0.13;0.20;2;0;0
21986066;408152;120;719.1;F;47;12;0.19;0.40;1;12;1
21987339;408164;120;1958.09;M;46;22;0.33;0.10;2;0;0
21987350;408165;120;1461.15;F;50;17;0.29;0.30;2;24;12
21987621;408170;12;650.25;M;34;3;0.28;0.80;3;12;15
21987812;408173;120;1491.75;M;47;16;0.27;0.30;2;12;12
21988068;408174;12;1323.45;M;41;2;0.13;0.50;2;12;15
21994859;408183;84;6506.33;M;36;13;0.26;0.10;4;0;0
21994940;408185;120;692.78;F;33;8;0.13;0.60;2;12;12
21998495;408188;120;841.5;M;28;5;0.07;0.50;2;12;1
21998522;408189;120;1162.8;M;34;13;0.21;0.10;1;12;1
21998541;408190;24;861.39;M;40;6;0.26;0.60;2;24;15
21998599;408193;12;1070.24;F;47;5;0.39;0.50;2;12;15
21998607;361766;84;1086.3;M;33;8;0.16;0.40;2;0;0
21998655;408194;84;2907;M;25;5;0.11;0.40;4;12;6
21998715;408195;120;2914.65;F;50;14;0.23;0.50;4;12;12
21998758;408196;24;657.9;M;41;3;0.12;0.70;2;24;15
22000533;408201;84;535.5;M;28;9;0.19;0.80;2;6;15
22000907;408205;120;1331.43;M;54;19;0.32;0.50;2;12;12
22001400;408209;120;1889.55;M;48;9;0.14;0.40;3;12;1
22001678;408214;120;938.36;F;38;14;0.24;0.50;2;12;12
22001805;408215;84;650.25;M;38;3;0.06;0.90;4;0;0
22002217;408220;120;1552.95;F;54;15;0.23;0.30;2;12;1
22003053;408239;48;882.81;M;50;3;0.09;0.50;2;0;0
22004895;408255;120;841.5;M;32;6;0.09;0.50;2;12;15
22020022;408284;120;1958.4;M;44;23;0.39;0.60;3;12;12
22020655;408294;120;1573.61;M;34;22;0.36;0.60;3;0;0
22020958;408309;120;1051.49;M;38;9;0.15;0.50;2;12;12
22021447;408315;84;1204.88;F;57;13;0.24;0.40;2;12;7
22022677;408334;84;780.3;M;57;10;0.2;0.40;1;12;7
22023457;408345;84;1760.49;F;33;14;0.26;0.10;2;12;7
22023864;390025;120;975.38;M;29;4;0.07;0.50;2;12;12
22024411;408359;120;822.38;M;44;8;0.14;0.60;2;12;15
22024921;408372;84;1508.2;M;35;3;0.07;0.40;2;0;0
22025083;408375;120;630.74;F;42;6;0.09;0.50;1;12;15
22027214;408379;24;1246.95;M;25;7;0.27;0.60;3;24;15
22031927;408389;120;940.95;F;47;9;0.15;0.60;2;12;12
22036299;408428;120;1163.95;M;33;12;0.2;0.50;2;12;15
22036923;408441;120;1254.6;M;61;10;0.16;0.40;2;12;1
22037002;385091;120;585.53;F;44;11;0.18;0.70;2;12;12
22037248;408448;120;2218.5;F;48;21;0.35;0.50;3;12;12
22038613;408503;84;1147.5;M;50;10;0.2;0.30;2;0;0
22038990;408517;120;1700.6;F;48;13;0.22;0.10;2;12;7
22039046;408519;120;1644.75;F;41;14;0.23;0.10;2;12;1
22039310;408528;120;1048.05;M;41;5;0.08;0.50;2;12;12
22053469;408568;120;1101.6;M;60;9;0.15;0.50;2;12;12
22053562;408570;120;1744.2;M;40;14;0.23;0.20;2;12;1
22053688;408574;120;1881.9;F;51;21;0.34;0.10;2;12;1
22053717;408575;120;560.33;M;24;9;0.14;0.70;2;12;12
22053738;408577;120;1475.69;M;38;13;0.22;0.30;2;12;12
22053999;408582;84;4726.55;M;39;5;0.09;0.10;4;0;0
22054142;408584;120;887.4;M;51;7;0.12;0.50;2;12;12
22054347;408585;120;2249.1;M;42;10;0.16;0.20;2;12;1
22054462;408589;120;918;M;51;12;0.2;0.50;2;12;12
22054756;408592;120;1912.5;M;45;23;0.38;0.50;3;0;0
22055086;408601;120;1552.95;M;35;10;0.17;0.30;2;24;12
22055125;408602;120;321.3;M;42;5;0.09;0.80;2;12;12
22055597;408608;24;504.75;M;42;6;0.24;0.80;2;24;15
22055915;408612;120;1498.9;M;47;10;0.17;0.50;2;12;12
22056044;408617;120;1071;M;60;11;0.18;0.50;2;12;12
22056167;408621;84;2677.5;M;50;12;0.24;0.50;4;0;0
22056345;408625;120;1751.85;M;32;13;0.2;0.20;2;12;1
22056524;408630;120;882.05;M;53;14;0.23;0.60;2;12;15
22057597;408642;120;1361.7;M;30;15;0.25;0.30;2;24;12
22058702;408651;84;845.33;M;43;11;0.22;0.60;2;6;15
22065443;382109;120;1300.5;F;43;5;0.09;0.40;2;12;12
22069090;408663;84;7831.15;M;35;13;0.25;0.10;5;0;0
22069590;408669;120;1453.12;M;49;13;0.21;0.30;2;24;12
22069735;408670;120;875.16;F;46;10;0.16;0.50;2;12;15
22069757;408671;120;1530;M;37;17;0.26;0.20;2;0;0
22069994;408672;120;382.5;M;34;8;0.13;0.80;2;12;12
22070011;408673;120;1723.39;F;33;19;0.32;0.20;2;0;0
22070280;408675;120;1333.2;M;30;7;0.12;0.50;2;0;0
22070670;408677;120;2096.48;M;31;19;0.32;0.10;2;0;0
22070800;408678;84;1266.84;F;30;17;0.32;0.20;2;0;0
22071170;408686;120;1507.05;M;56;20;0.33;0.30;2;12;12
22071237;408688;120;1836;M;31;11;0.18;0.20;2;12;1
22071508;408692;120;1371.65;M;44;2;0.04;0.50;2;12;12
22071894;408694;24;1560.6;M;42;4;0.17;0.70;4;24;15
22072021;360258;120;1606.5;M;31;17;0.27;0.10;2;12;1
22072416;408696;120;3243.6;M;43;9;0.14;0.20;3;0;0
22072426;343554;120;1438.2;M;55;20;0.32;0.20;2;12;1
22072435;408697;120;1904.85;M;41;12;0.2;0.10;2;12;1
22072850;408704;120;833.85;M;58;11;0.18;0.50;2;12;15
22073196;408711;84;1912.5;F;38;15;0.29;0.30;2;0;0
22073341;408716;120;1667.7;F;42;13;0.22;0.50;3;12;12
22073355;408718;120;872.1;F;51;4;0.06;0.50;2;12;12
22073541;348408;84;2356.2;M;32;14;0.28;0.20;2;0;0
22073551;408723;120;1415.25;M;29;14;0.22;0.10;2;12;1
22073603;408724;84;1300.5;M;35;2;0.04;0.40;2;0;0
22073972;169545;18;3013.11;M;28;5;0.29;0.50;4;18;15
22085309;408747;120;2195.55;M;40;16;0.27;0.50;3;12;12
22085342;408748;120;1912.5;M;48;17;0.27;0.30;2;12;1
22085433;408749;120;918;M;47;7;0.12;0.50;2;12;12
22085476;408750;120;1484.1;F;59;10;0.16;0.50;2;12;12
22085546;408751;84;3748.5;F;35;6;0.11;0.20;4;0;0
22085783;408754;120;994.5;M;39;3;0.04;0.50;2;12;12
22085810;408755;84;2677.5;M;38;12;0.23;0.50;4;0;0
22085822;408756;120;986.85;F;54;15;0.26;0.50;2;12;12
22085879;408757;120;765;M;39;8;0.14;0.70;2;12;12
22085887;408758;120;2731.05;F;51;23;0.38;0.10;3;12;1
22085916;408759;120;1581.64;F;46;21;0.33;0.40;2;12;1
22086123;408760;120;1514.7;M;52;13;0.21;0.20;2;12;1
22086218;408761;120;2766.24;M;29;13;0.22;0.10;3;12;1
22086235;408762;120;1912.5;F;34;17;0.28;0.50;3;12;1
22086299;42913;120;1147.5;F;39;8;0.13;0.60;2;12;12
22086389;408763;120;1323.45;F;41;17;0.29;0.60;3;12;12
22086405;408764;120;1461.15;M;59;11;0.17;0.20;2;12;1
22086999;408767;120;890.84;M;48;9;0.16;0.50;2;12;15
22087111;408770;120;1012.1;M;48;12;0.2;0.40;2;0;0
22088025;408798;120;1696.92;F;21;19;0.3;0.10;2;12;1
22088821;408813;84;971.55;M;38;15;0.29;0.20;1;0;0
22088900;408817;18;889.7;M;24;6;0.36;0.50;2;18;15
22089369;408822;84;1717.43;M;37;19;0.36;0.20;2;12;7
22089440;408823;120;1912.38;M;25;20;0.33;0.20;2;0;0
22089664;408825;120;1109.25;M;46;5;0.08;0.50;2;12;12
22089672;408826;120;882.35;F;33;12;0.19;0.50;2;12;12
22089764;408827;120;1468.8;M;55;13;0.2;0.20;2;12;1
22091588;408849;120;2478.6;M;57;13;0.2;0.10;2;12;1
22091604;404032;120;1461.15;M;39;15;0.24;0.20;2;12;1
22094609;408853;120;933.3;F;29;9;0.15;0.50;2;12;12
22094648;408854;120;1328.81;M;30;10;0.16;0.30;2;24;12
22095215;408855;120;1522.35;M;33;15;0.25;0.30;2;12;1
22099344;408860;120;2295;M;52;17;0.28;0.20;2;12;1
22103413;408867;120;3076.83;M;43;6;0.09;0.50;4;12;12
22103572;408877;120;1063.35;M;33;11;0.18;0.40;2;12;1
22104174;408895;120;1912.5;F;43;5;0.08;0.40;2;12;1
22104370;408899;120;765;M;52;7;0.12;0.60;2;12;12
22104632;408906;120;864.45;M;51;14;0.24;0.60;2;12;12
22104704;408909;84;2295;F;43;20;0.4;0.50;4;0;0
22104887;408916;120;909.2;F;35;9;0.15;0.50;2;12;15
22105394;93004;120;918;F;32;8;0.13;0.50;2;12;12
22105529;408927;120;2317.95;M;37;6;0.1;0.30;3;24;12
22105712;395990;60;1147.5;M;28;14;0.33;0.30;2;0;0
22106207;408939;48;506.43;F;38;4;0.12;0.80;2;0;0
22106738;408953;60;1142.15;M;42;9;0.22;0.50;2;0;0
22114139;408963;120;975.38;M;47;21;0.36;0.60;2;12;12
22114174;408966;120;1728.9;F;33;15;0.25;0.30;2;24;12
22118188;408980;120;1415.25;M;43;17;0.27;0.20;2;12;1
22118378;408983;120;2402.87;F;29;16;0.25;0.10;2;12;1
22118465;408984;72;1417.55;M;38;15;0.34;0.40;2;0;0
22118568;408985;120;4122.53;M;40;8;0.14;0.10;3;0;0
22118650;408986;84;3897.24;M;40;8;0.15;0.50;4;0;0
22119194;408992;84;949.37;M;41;11;0.21;0.30;1;0;0
22119202;408993;120;1660.05;M;36;11;0.18;0.30;2;24;12
22119208;408995;120;901.08;M;34;6;0.1;0.50;2;12;12
22119273;408996;17;1084.01;F;27;5;0.26;0.60;2;17;15
22119429;408997;84;1912.5;M;41;20;0.39;0.50;3;0;0
22119575;409000;120;1783.98;M;30;18;0.29;0.20;2;12;1
22119583;409001;120;945.16;M;42;6;0.1;0.50;2;12;15
22119791;409003;120;965.43;F;58;7;0.12;0.50;2;12;15
22119956;254627;120;3304.8;F;36;16;0.27;0.10;3;0;0
22119989;409007;120;1536.12;F;46;15;0.23;0.20;2;0;0
22120366;409011;60;1829.8;M;31;10;0.23;0.20;2;6;15
22120620;409014;12;244.8;M;33;1;0.11;0.90;2;12;15
22120907;161716;84;894.59;M;38;6;0.11;0.50;2;0;0
22121742;409041;120;1786.28;M;35;23;0.37;0.20;2;12;1
22123491;409058;120;1499.4;F;41;20;0.33;0.50;2;12;12
22128128;397803;120;2009.04;F;49;15;0.23;0.10;2;0;0
22133574;409083;120;1828.35;F;51;27;0.44;0.30;2;0;0
22133828;409092;120;2295;M;35;5;0.08;0.50;4;0;0
22133887;409093;120;1323.45;M;48;12;0.2;0.50;2;12;12
22134628;409107;120;1712.84;F;33;19;0.31;0.10;2;12;1
22134649;409108;120;1979.82;F;37;23;0.38;0.10;2;12;7
22134777;409110;120;1368.44;F;46;21;0.35;0.50;2;12;12
22135056;409112;120;1797.33;M;43;23;0.37;0.10;2;12;1
22135326;409115;24;765;M;49;10;0.42;0.70;2;24;15
22135398;409118;120;1017.45;F;42;13;0.22;0.80;3;0;0
22135814;409126;120;1879.61;M;35;15;0.23;0.10;2;0;0
22135974;409130;120;1749.1;F;56;18;0.27;0.20;2;0;0
22136015;409132;120;1457.33;F;40;10;0.17;0.10;2;12;1
22136073;409133;120;2555.1;M;48;13;0.21;0.30;3;0;0
22136222;409138;120;1468.8;M;38;12;0.2;0.20;2;12;1
22136350;409143;120;1950.75;M;46;18;0.29;0.10;2;12;1
22136531;409150;120;1706.1;M;49;20;0.31;0.20;2;12;1
22137239;409158;120;1155.15;M;47;12;0.2;0.10;1;12;1
22137285;409160;120;1124.55;M;46;16;0.26;0.10;1;12;1
22137727;409163;18;491.13;M;48;7;0.4;0.70;2;18;15
22140227;409168;120;1431.32;F;32;19;0.31;0.50;2;12;12
22140263;409169;18;894.29;M;49;9;0.5;0.50;2;18;15
22144292;409176;120;1698.3;M;44;15;0.24;0.20;2;12;1
22148249;409179;120;1790.1;M;46;16;0.25;0.30;2;12;1
22148304;409183;120;696.15;M;23;11;0.19;0.60;2;12;12
22148410;409185;120;1396.13;F;25;18;0.31;0.50;2;12;12
22148463;409186;84;1606.5;F;39;20;0.4;0.40;2;0;0
22148478;341095;120;2362.15;M;57;22;0.37;0.30;3;0;0
22148599;409190;120;1754.91;M;41;15;0.25;0.30;2;0;0
22149098;409196;120;726.75;M;58;8;0.13;0.60;2;12;1
22149394;408752;120;1552.95;F;31;20;0.34;0.30;2;24;12
22149503;409202;120;642.6;M;49;9;0.15;0.60;2;12;1
22149630;409206;120;1162.8;M;53;14;0.22;0.10;1;12;1
22149704;409207;120;1100.84;M;57;13;0.21;0.50;2;12;15
22150141;409215;120;1760.49;M;30;8;0.11;0.10;2;0;0
22150461;409220;120;1767.15;M;40;19;0.32;0.20;2;0;0
22150768;409229;24;1408.44;F;33;18;0.77;0.60;3;24;15
22150804;409230;120;1737.77;M;39;16;0.24;0.10;2;0;0
22150898;409234;24;719.1;M;28;7;0.28;0.70;2;24;15
22150907;409235;120;945.16;M;50;7;0.11;0.50;2;12;15
22151023;409238;120;1156.3;M;53;11;0.18;0.50;2;0;0
22151112;409239;120;3507.53;M;31;16;0.26;0.10;3;0;0
22151301;409244;120;1406.07;F;33;15;0.26;0.50;2;12;12
22151389;409246;120;1415.25;F;36;19;0.31;0.10;2;12;1
22151490;409248;18;856.8;F;53;10;0.57;0.60;2;18;15
22151869;409253;120;1912.5;F;49;23;0.38;0.30;2;12;3
22152149;409259;120;956.25;F;31;10;0.17;0.30;1;12;1
22152178;409261;84;1912.5;M;37;18;0.36;0.30;2;0;0
22152818;409266;120;845.8;M;46;9;0.15;0.60;2;12;15
22154733;409269;120;2333.25;M;46;18;0.31;0.30;3;24;12
22159695;409274;120;1275.82;F;46;17;0.28;0.50;2;12;12
22163621;409276;120;1078.65;F;45;11;0.18;0.40;2;12;1
22163636;409278;72;1165.41;M;34;16;0.35;0.20;1;0;0
22163768;354542;120;2402.1;F;42;18;0.3;0.30;3;24;12
22163789;409255;120;956.25;M;30;10;0.18;0.50;2;12;12
22163808;409279;36;1147.5;M;62;4;0.13;0.40;2;0;0
22163850;409280;120;1227.83;F;32;7;0.11;0.30;2;12;1
22164195;409288;120;1453.5;M;47;18;0.29;0.20;2;12;1
22164492;409293;84;2295;M;41;14;0.28;0.50;4;0;0
22164583;409296;18;1147.5;M;33;4;0.2;0.50;2;18;15
22164673;409299;120;1785.51;M;47;19;0.32;0.30;2;0;0
22165100;409306;120;667.85;F;34;11;0.19;0.50;1;12;15
22165174;409308;60;1435.14;M;31;2;0.04;0.10;2;6;15
22165492;409315;120;1071;M;35;13;0.21;0.50;2;12;15
22165656;357814;120;2295;M;28;11;0.19;0.10;2;0;0
22165975;409322;120;1735.71;F;30;19;0.32;0.20;2;0;0
22166293;409327;120;818.55;M;26;13;0.22;0.50;2;12;15
22166429;409332;18;783.36;F;37;13;0.74;0.70;2;18;15
22166754;248841;84;1377;F;30;14;0.28;0.30;2;0;0
22166901;409339;120;765;M;55;11;0.19;0.70;2;12;12
22169013;409346;120;1147.5;M;45;13;0.2;0.50;2;12;1
22169871;409354;12;1530;F;51;13;0.44;0.80;4;12;15
22170526;409359;120;1413.72;F;38;12;0.19;0.20;2;0;0
22174924;409360;120;1673.82;M;39;16;0.25;0.40;2;12;1
22174938;409364;120;1078.65;M;29;14;0.23;0.20;1;12;1
22178740;409365;120;1683;F;35;21;0.33;0.20;2;12;1
22178770;409352;120;1770.75;M;30;18;0.29;0.20;2;12;1
22178790;409366;120;688.5;M;39;3;0.05;0.60;2;12;12
22178819;409367;120;1468.8;F;33;11;0.19;0.50;2;12;12
22178837;409368;120;1805.4;M;41;18;0.29;0.20;2;12;1
22178884;409369;120;765;M;44;8;0.14;0.70;2;12;12
22178919;409370;120;914.18;M;53;9;0.15;0.50;2;12;12
22179040;409371;120;2218.5;F;56;17;0.28;0.20;2;12;1
22179138;409372;120;1834.47;F;39;17;0.27;0.10;2;12;1
22179383;409373;120;1522.35;M;58;13;0.22;0.50;2;12;12
22179445;409374;120;1568.25;F;31;21;0.33;0.20;2;12;1
22179465;409376;120;886.64;M;58;15;0.25;0.50;2;12;12
22179497;409377;120;1415.25;M;30;14;0.23;0.20;2;12;1
22179534;409379;24;1009.8;M;27;4;0.18;0.60;2;24;15
22179582;409381;120;1422.9;M;31;12;0.2;0.30;2;24;12
22179601;409383;120;1144.9;M;48;13;0.2;0.10;1;12;1
22179633;409384;120;1513.56;F;41;10;0.17;0.50;2;12;12
22179679;409385;120;1606.5;M;40;18;0.28;0.40;2;12;1
22179701;409386;120;1660.05;M;51;9;0.14;0.10;2;12;1
22179726;409387;120;936.36;M;23;10;0.17;0.50;2;12;12
22179784;409389;120;665.55;F;30;11;0.18;0.70;2;12;12
22179802;409390;120;2344.73;M;33;17;0.26;0.10;2;12;1
22179821;409391;120;1185.75;M;26;13;0.22;0.50;2;12;12
22179843;409392;24;618.89;M;30;4;0.17;0.70;2;24;15
22179883;409393;120;1024.34;M;58;11;0.19;0.50;2;12;12
22179892;409394;120;1155.15;M;48;11;0.18;0.60;2;12;12
22179913;409396;120;1843.65;F;27;28;0.44;0.10;2;12;1
22180925;409402;120;1905.77;M;51;21;0.33;0.10;2;12;1
22181460;409420;120;1422.9;M;44;12;0.21;0.50;2;12;12
22181522;391964;84;1147.5;F;58;8;0.15;0.70;3;0;0
22181667;409422;120;1812.82;M;31;22;0.36;0.30;2;0;0
22181963;409426;120;945.16;M;44;14;0.23;0.50;2;12;15
22182264;409430;120;1032.75;M;58;11;0.19;0.30;1;0;0
22182409;409431;120;2065.5;M;54;21;0.33;0.20;2;12;1
22182525;409432;120;1131.82;M;49;10;0.16;0.50;2;12;15
22182591;409433;120;879.75;F;33;3;0.04;0.70;2;0;0
22182644;409434;120;1399.95;M;51;15;0.25;0.30;2;12;12
22182784;409436;120;1132.2;F;44;16;0.28;0.50;2;12;12
22183118;409440;120;1805.4;M;51;14;0.22;0.10;2;12;1
22183242;409445;120;1017.45;M;62;7;0.11;0.50;2;12;12
22183344;328910;12;1530;M;31;3;0.21;0.50;3;12;15
22183513;409448;120;1722.02;M;35;19;0.3;0.20;2;12;1
22183590;409450;120;1552.95;M;42;22;0.35;0.20;2;12;1
22183686;409451;120;946.31;M;60;15;0.26;0.50;2;12;15
22184016;409458;120;1912.5;M;31;5;0.09;0.30;2;12;1
22184234;409464;120;1911.11;M;48;12;0.19;0.30;2;12;1
22184413;409468;120;1537.65;F;42;20;0.34;0.30;2;24;12
22184678;409470;120;367.2;F;46;6;0.11;0.70;1;12;12
22184997;409474;120;1644.75;M;42;14;0.23;0.20;2;12;1
22185108;409476;120;1912.5;M;53;24;0.39;0.20;2;12;1
22185121;409477;120;1208.7;M;35;18;0.31;0.50;2;12;12
22185753;409479;24;481.95;M;24;6;0.24;0.80;2;24;15
22188545;409488;84;713.75;M;48;8;0.17;0.70;2;12;15
22193486;409490;120;1354.05;M;48;16;0.27;0.50;2;12;12
22194032;409491;120;1277.55;F;24;17;0.28;0.50;2;12;12
22194046;409492;120;1598.85;M;30;15;0.25;0.10;2;12;1
22194082;409493;84;928.79;F;36;5;0.09;0.60;2;12;15
22199072;409512;120;2095.11;F;30;23;0.34;0.10;2;0;0
22199250;409516;120;1116.9;M;35;5;0.08;0.70;3;0;0
22199289;409520;18;1476.45;F;34;6;0.36;0.60;3;18;15
22199306;409521;84;1912.5;M;37;13;0.25;0.60;4;0;0
22199468;409523;84;2009.04;M;45;20;0.37;0.10;2;12;7
22199550;409525;120;1113.08;M;59;17;0.28;0.50;2;0;0
22199590;409526;120;907.29;F;31;9;0.15;0.50;2;12;12
22199686;409530;120;1399.95;F;35;18;0.29;0.40;2;12;1
22199976;409537;120;940.19;M;61;7;0.11;0.50;2;12;12
22200035;409540;84;1499.4;M;41;5;0.1;0.80;4;0;0
22200090;409542;120;1454.11;M;30;17;0.28;0.20;2;12;1
22200132;409543;84;1300.5;M;36;8;0.16;0.20;2;0;0
22200144;409544;120;1813.05;F;42;20;0.32;0.20;2;12;1
22200167;142271;120;1904.85;F;42;8;0.12;0.30;2;12;1
22200762;409551;84;1377;F;25;16;0.31;0.40;2;12;7
22200813;409552;120;1904.85;M;41;17;0.27;0.30;2;12;1
22200868;409553;84;1101.6;F;39;16;0.32;0.50;2;12;6
22200908;409555;120;1338.75;F;55;13;0.23;0.30;2;24;12
22200983;409557;120;1782.45;F;36;10;0.16;0.10;2;12;1
22200985;409558;84;1871.19;F;56;17;0.32;0.20;2;12;7
22201215;409560;120;1147.5;M;47;10;0.17;0.60;2;12;12
22201244;409561;12;1109.25;F;38;8;0.67;0.50;2;12;15
22201310;409564;120;1912.5;M;46;5;0.08;0.50;3;12;3
22201382;409566;120;1001.39;M;38;13;0.23;0.20;1;0;0
22201706;409568;18;505.13;M;53;7;0.37;0.70;2;18;15
22201924;409570;120;1820.7;M;46;10;0.17;0.10;2;12;1
22202007;409573;120;1568.25;F;61;16;0.25;0.20;2;12;1
22202032;409575;120;810.9;M;62;7;0.11;0.50;2;12;12
22202199;409576;120;1445.85;M;44;9;0.16;0.50;2;12;12
22202400;409577;18;1022.27;M;44;7;0.37;0.50;2;18;15
22202544;409580;120;1163.95;M;33;10;0.17;0.50;2;12;15
22202782;409582;120;1346.4;M;44;9;0.15;0.50;2;12;12
22203194;409585;120;2287.35;M;39;21;0.34;0.20;2;0;0
22203254;409586;120;879.75;M;27;10;0.18;0.50;2;12;12
22203328;409588;84;2799.9;F;32;12;0.24;0.30;3;0;0
22203681;409590;120;918;M;40;9;0.14;0.60;2;12;12
22203815;409587;120;1660.82;M;35;13;0.2;0.10;2;0;0
22204370;409594;24;1103.9;F;43;7;0.31;0.70;3;24;15
22204971;409596;120;803.25;M;58;7;0.12;0.60;2;12;12
22207889;409597;120;2111.4;F;34;16;0.25;0.30;2;12;1
22210104;409598;120;1308.15;F;54;13;0.22;0.50;2;12;12
22210296;409600;120;848;M;34;10;0.17;0.50;2;12;15
22211157;409601;120;1381.59;M;30;16;0.25;0.20;2;0;0
22211218;409602;120;1820.7;F;43;21;0.33;0.10;2;12;1
22214645;409605;120;1369.35;M;54;6;0.11;0.50;2;12;12
22214959;409607;120;1285.2;F;39;18;0.28;0.20;2;12;1
22219251;409617;120;688.5;F;59;12;0.18;0.50;1;0;0
22219393;409619;120;1633.28;M;56;17;0.28;0.20;2;12;1
22219429;409620;120;1721.25;M;36;13;0.21;0.10;2;0;0
22219830;409624;120;1731.96;F;25;21;0.34;0.30;2;0;0
22220118;381029;24;1086.3;M;28;10;0.42;0.60;2;24;15
22220644;409629;12;1147.5;F;31;5;0.43;0.70;3;12;15
22221035;409637;120;1912.5;F;42;17;0.28;0.30;2;12;1
22221089;409639;120;711.45;M;62;7;0.12;0.60;2;12;12
22221263;409644;120;1522.35;M;29;15;0.26;0.30;2;24;12
22221339;409647;120;1552.95;F;27;21;0.34;0.40;2;0;0
22221407;409649;120;1728.9;M;58;23;0.38;0.20;2;0;0
22221565;409653;120;1912.5;M;36;21;0.34;0.30;2;12;1
22221800;409657;18;1239.3;M;42;3;0.16;0.50;2;18;15
22221937;409659;24;803.02;M;53;8;0.34;0.70;2;24;15
22222018;409664;120;596.7;F;54;11;0.18;0.70;2;12;15
22222203;409666;120;1578.2;M;52;16;0.27;0.30;2;24;12
22222489;409674;120;1897.51;M;38;14;0.23;0.20;2;0;0
22222729;409676;120;1285.2;M;25;11;0.19;0.50;2;12;12
22222986;409655;120;1007.51;F;39;14;0.23;0.20;1;0;0
22223288;409683;120;2945.25;F;56;26;0.44;0.20;3;0;0
22223407;409684;120;688.5;F;43;5;0.08;0.70;2;12;12
22223716;409687;84;2229.98;M;30;1;0.02;0.40;3;0;0
22223884;94518;120;765;M;35;5;0.08;0.60;2;12;15
22223946;409690;12;291.62;M;57;4;0.32;0.90;2;12;15
22224096;381518;120;1377;F;32;5;0.08;0.50;2;12;3
22224379;409696;120;1107.72;F;42;7;0.12;0.50;2;12;15
22224597;409556;120;1828.35;M;46;21;0.33;0.20;2;12;1
22224653;409700;120;2157.3;M;35;26;0.41;0.10;2;12;1
22224673;409701;120;1142.53;M;36;11;0.19;0.50;2;12;12
22224706;409702;120;765;M;43;10;0.17;0.70;2;12;12
22224880;409704;120;1224;M;37;5;0.08;0.50;2;12;12
22224888;409705;120;688.5;F;57;6;0.1;0.70;2;12;12
22225006;409707;120;1285.2;F;45;6;0.09;0.50;2;12;12
22225271;409711;120;1886.28;F;33;15;0.25;0.10;2;0;0
22225310;409712;120;1522.35;F;31;13;0.21;0.10;2;12;1
22225404;409713;120;1605.81;M;42;19;0.32;0.50;3;12;3
22226544;409720;120;1239.3;F;51;8;0.14;0.50;2;12;12
22233602;409733;120;1399.95;M;45;12;0.21;0.50;2;12;12
22233717;409734;120;481.95;M;34;7;0.12;0.80;2;12;12
22245418;409739;120;875.93;F;48;13;0.23;0.50;2;12;12
22245510;409742;24;1109.25;M;25;3;0.11;0.60;2;24;15
22245518;409743;120;918;F;24;11;0.18;0.50;2;12;12
22245597;409744;120;2310.3;M;50;14;0.22;0.20;2;12;1
22245648;409745;120;328.95;F;58;5;0.08;0.90;2;12;12
22245754;409747;12;1071;F;40;5;0.4;0.60;2;12;15
22245869;409748;84;1377;M;31;12;0.24;0.20;2;0;0
22246151;409752;120;1874.25;M;35;20;0.33;0.30;2;12;1
22246316;409754;120;1606.5;F;36;6;0.09;0.10;2;12;1
22246659;409758;120;1201.05;M;48;18;0.3;0.50;2;12;12
