CONTRACT_ID;CLIENT_ID;TERM;CONTRACT_SUM;GENDER;AGE;LOAN_TO_INCOME;PAYMENT_TO_INCOME;DOWNPAYMENT;CAR_CATEGORY;GRACE_PERIOD;RATE_CHANGE_AFTER_GRACE
20468711;399624;84;1660.05;M;43;5;0.09;0.10;2;12;7
20469098;399901;120;1967.2;M;36;5;0.08;0.10;2;0;0
20469206;399902;84;1834.85;M;39;10;0.19;0.10;2;12;1
20472369;399929;84;1300.5;F;39;5;0.1;0.40;2;12;1
20480054;399949;84;1550.3;M;52;8;0.16;0.10;2;12;1
20481188;399962;60;1507.05;F;38;4;0.11;0.20;2;0;0
20481302;32131;84;2073.15;F;34;11;0.22;0.10;2;12;1
20482007;399970;84;1331.1;F;27;13;0.26;0.20;2;0;0
20482153;399973;18;604.35;M;35;6;0.31;0.70;2;18;15
20482220;399976;18;372.71;F;49;7;0.39;0.70;1;18;15
20482662;399982;84;680.85;M;24;11;0.21;0.70;2;6;14
20483625;399994;48;535.5;F;43;9;0.24;0.70;2;0;0
20495399;400029;84;1759.5;M;30;6;0.11;0.30;2;12;6
20496262;400037;84;1722.78;M;36;11;0.2;0.10;2;12;7
20496297;400039;120;581.4;F;58;6;0.1;0.80;2;0;0
20508042;400106;18;378.68;F;42;5;0.28;0.70;1;18;15
20509352;400120;60;1078.65;M;55;11;0.27;0.10;1;6;15
20519198;400151;84;1967.69;M;54;18;0.35;0.20;2;0;0
20519503;400156;84;1071;M;34;9;0.17;0.10;1;12;7
20519789;400161;120;1453.77;M;35;20;0.34;0.10;2;0;0
20521739;400180;84;765;M;51;8;0.16;0.60;2;12;1
20522677;400185;84;1641.69;F;39;13;0.25;0.30;2;12;1
20522973;400186;120;1675.12;M;52;22;0.33;0.10;2;0;0
20527734;400191;12;529.38;M;29;3;0.28;0.70;2;12;15
20531232;400205;120;1084.01;F;39;15;0.23;0.40;2;0;0
20531635;400210;120;1820.7;M;46;21;0.32;0.10;2;0;0
20533768;400227;84;2065.5;F;38;17;0.33;0.20;2;0;0
20546076;400262;48;612;M;33;8;0.21;0.60;1;0;0
20546165;400264;48;406.98;M;59;6;0.16;0.70;1;0;0
20548402;400291;48;2060.15;M;29;7;0.19;0.10;2;0;0
20548410;400292;84;918;M;56;12;0.23;0.40;1;0;0
20557970;400318;18;561.59;M;29;6;0.34;0.70;2;18;15
20558218;400327;48;1031.6;M;61;13;0.33;0.50;2;0;0
20558546;400333;120;1951.44;M;39;14;0.21;0.10;2;0;0
20558993;400342;84;882.54;F;49;12;0.24;0.50;2;12;8
20559718;400351;84;962.68;M;34;9;0.17;0.50;2;12;7
20562016;400389;84;1300.5;M;34;18;0.35;0.10;1;0;0
20570719;400416;60;1530;M;32;9;0.22;0.10;2;6;15
20570788;400418;120;1929.48;F;42;20;0.3;0.10;2;0;0
20571722;400434;84;803.25;M;31;4;0.08;0.70;2;6;15
20572233;400440;84;1084.2;M;40;10;0.19;0.50;2;0;0
20572550;400452;120;2104.06;F;26;22;0.38;0.10;2;0;0
20572724;400457;120;1684.76;M;32;22;0.33;0.10;2;0;0
20572901;400458;84;1539.95;M;59;15;0.29;0.10;2;12;7
20573336;353347;84;871.34;M;35;14;0.27;0.50;2;0;0
20579672;400514;48;1138.32;M;33;12;0.3;0.30;2;0;0
20579907;400518;120;1211.76;F;28;9;0.13;0.40;2;0;0
20579990;400521;84;1765.62;M;31;10;0.18;0.10;2;12;7
20582719;400526;84;765;M;38;11;0.22;0.70;2;3;14
20584332;400545;84;1683;F;38;13;0.24;0.30;2;12;7
20584436;400547;84;2067.57;M;34;12;0.23;0.10;2;12;7
20584485;400549;120;2011.57;M;52;19;0.28;0.10;2;0;0
20585379;400558;120;1347.17;M;26;17;0.29;0.10;1;12;7
20585900;400571;84;612;F;42;3;0.06;0.90;3;0;0
20587265;400589;48;1630.81;M;39;10;0.25;0.30;2;0;0
20590158;400594;84;1468.8;M;35;13;0.26;0.20;2;0;0
20594854;400604;18;618.12;M;57;6;0.32;0.70;2;18;15
20595450;400608;120;2002.77;M;26;7;0.11;0.10;2;0;0
20596484;400615;84;1909.9;M;35;18;0.35;0.10;2;12;7
20596947;400627;120;2002.77;F;36;20;0.3;0.10;2;0;0
20597864;400638;84;1438.2;F;45;13;0.26;0.10;2;0;0
20599030;256079;84;1735.1;M;33;13;0.26;0.20;2;12;7
20599551;400658;84;1399.95;M;54;18;0.35;0.20;2;12;7
20604324;400671;120;1767.15;M;48;15;0.26;0.10;2;0;0
20614922;400705;120;2677.5;M;36;11;0.18;0.10;2;0;0
20615435;400715;120;1589.06;F;26;18;0.3;0.10;2;0;0
20618414;400728;84;1040.4;M;52;15;0.29;0.40;2;0;0
20645909;400754;84;1670.76;M;61;18;0.34;0.10;2;12;7
20646150;400757;84;1447.38;M;37;18;0.34;0.20;2;12;7
20647037;400767;120;1844.42;M;32;12;0.18;0.10;2;0;0
20647655;400783;120;1287.7;M;43;13;0.22;0.10;1;0;0
20647872;400786;60;1330.18;F;41;16;0.39;0.30;2;6;15
20648020;400792;84;879.75;M;48;12;0.22;0.30;1;3;14
20648560;400801;60;1077.57;M;30;4;0.09;0.50;2;6;15
20649594;400816;84;1775.57;M;37;17;0.33;0.50;3;0;0
20660780;400862;60;2002.77;M;40;4;0.1;0.10;2;6;15
20671193;400904;84;1684.76;M;30;24;0.45;0.10;2;12;7
20671354;400910;84;1989;M;29;17;0.33;0.10;2;12;7
20671469;400914;84;2249.1;F;59;4;0.08;0.30;2;12;1
20671660;400918;120;2000.09;F;31;16;0.27;0.10;2;0;0
20671679;400919;60;1505.52;F;31;7;0.17;0.20;2;6;15
20673869;400956;84;1430.55;M;36;15;0.3;0.20;2;0;0
20674666;400966;120;1528.47;M;30;11;0.16;0.10;2;0;0
20681649;400981;84;1989;M;34;16;0.31;0.20;2;0;0
20682162;400984;84;1121.57;M;49;12;0.24;0.10;1;0;0
20690936;401051;60;1394.21;F;27;12;0.3;0.10;2;6;15
20706623;401179;84;999.09;M;36;3;0.06;0.40;2;0;0
20715784;401210;120;1628.99;F;37;12;0.18;0.10;2;0;0
20716570;401220;84;1701.02;M;50;19;0.39;0.30;2;12;6
20717544;401237;84;573.75;M;51;5;0.1;0.60;1;12;6
20729845;401301;84;710.89;M;34;10;0.21;0.50;1;0;0
20730430;401308;84;1859.18;M;45;20;0.39;0.20;2;12;7
20741467;401372;48;1116.14;M;40;11;0.29;0.50;2;0;0
20742141;401395;120;1008.27;F;27;13;0.22;0.50;2;12;15
20742723;401407;84;927.1;M;37;12;0.24;0.50;2;12;8
20753062;401507;84;1303.35;M;31;7;0.15;0.50;2;6;15
20753105;174671;120;1148.65;F;44;6;0.1;0.50;2;12;15
20753558;401518;84;1430.55;M;25;5;0.1;0.10;2;0;0
20755080;401545;60;1620.27;M;36;15;0.36;0.30;2;6;15
20764700;401561;120;1369.35;M;60;15;0.22;0.10;1;0;0
20764767;401562;120;2002.77;M;41;25;0.37;0.10;2;0;0
20765025;401573;120;994.5;F;42;15;0.26;0.60;2;0;0
20765048;401398;84;1569.78;F;32;16;0.31;0.50;3;12;8
20767389;401647;48;882.81;M;44;12;0.32;0.50;2;0;0
20768149;401654;120;1103.9;M;35;12;0.2;0.50;2;12;15
20775948;401689;84;1428.26;M;53;17;0.34;0.50;2;12;15
20778283;401763;84;1051.88;M;26;16;0.3;0.10;1;12;1
20787065;401791;84;2036.26;M;43;2;0.04;0.40;3;12;3
20787104;401792;84;1292.85;M;41;12;0.23;0.30;2;12;1
20788901;346634;60;2295;M;60;14;0.34;0.40;3;0;0
20800355;401845;18;413.1;M;30;5;0.25;0.70;1;18;15
20802338;401879;84;1497.87;M;42;18;0.35;0.30;2;12;7
20803018;401889;84;1612.62;F;38;18;0.35;0.20;2;0;0
20803095;401890;48;841.5;M;58;8;0.23;0.60;2;0;0
20813508;401943;120;1017.45;M;55;9;0.15;0.50;2;12;15
20813605;355460;120;1115.37;M;38;11;0.19;0.50;2;12;15
20823514;401973;36;535.5;F;59;5;0.19;0.70;2;0;0
20823920;401992;84;1593.5;F;50;15;0.28;0.10;2;12;7
20824172;401996;84;1591.2;F;36;6;0.12;0.20;2;0;0
20824690;402009;120;2267;M;28;6;0.09;0.10;2;0;0
20824854;402012;120;2260.58;M;28;13;0.22;0.30;2;0;0
20825422;402027;84;918;M;36;11;0.22;0.60;2;0;0
20826228;402035;84;1319.24;M;57;10;0.2;0.50;2;12;15
20826308;402037;120;2445.78;M;43;20;0.34;0.30;3;0;0
20834720;402058;120;1950.52;M;58;5;0.09;0.10;2;0;0
20835298;402078;120;2916.49;M;30;17;0.28;0.10;3;0;0
20845655;327359;120;1879.61;M;35;22;0.37;0.10;2;12;7
20845810;402139;120;1569.02;M;55;22;0.33;0.30;2;0;0
20846559;402147;120;1155.15;M;36;7;0.11;0.50;2;12;15
20847082;402154;60;1019.75;M;41;5;0.13;0.20;1;6;15
20849488;402166;84;1601.15;F;49;19;0.37;0.30;2;0;0
20852181;402168;120;1591.2;M;37;23;0.34;0.10;2;0;0
20852902;402167;120;1658.6;M;34;16;0.23;0.10;2;0;0
20856120;402176;120;1559.45;M;53;22;0.32;0.10;2;0;0
20856149;402177;84;1230.73;M;51;17;0.34;0.70;3;0;0
20856744;402182;120;2853.45;M;37;4;0.07;0.50;4;0;0
20856813;402184;60;1145.21;M;47;10;0.24;0.40;2;6;15
20857102;402193;84;1178.1;M;45;9;0.17;0.30;2;0;0
20857567;402202;18;508.8;M;23;6;0.31;0.70;2;18;15
20858929;402221;120;1820.7;M;48;22;0.33;0.10;2;0;0
20859010;402222;84;1377;M;40;14;0.27;0.20;2;12;7
20859352;402229;120;3680.42;F;34;23;0.38;0.10;3;0;0
20859363;402231;84;1147.5;M;47;12;0.23;0.40;2;12;1
20859580;402232;120;2065.5;M;55;29;0.48;0.20;2;0;0
20859809;402237;48;1019.36;F;47;14;0.36;0.50;2;0;0
20866512;402255;48;642.6;F;42;9;0.25;0.80;2;0;0
20869194;33734;120;1530;M;49;17;0.28;0.20;2;0;0
20869867;382379;48;1821.08;M;33;14;0.37;0.10;2;0;0
20870048;402268;84;1705.95;F;32;8;0.16;0.10;2;0;0
20871819;402278;84;863.69;M;49;9;0.18;0.50;2;0;0
20871831;402279;120;1786.28;F;37;18;0.26;0.10;2;0;0
20872624;402294;84;2601;M;36;18;0.36;0.40;3;0;0
20872635;402295;48;2067.57;M;30;14;0.38;0.10;2;0;0
20884194;402321;120;905;M;38;11;0.18;0.50;2;12;15
20885029;402332;120;1849.77;M;33;17;0.29;0.20;2;12;7
20885343;402336;48;995.27;M;59;9;0.23;0.50;2;0;0
20886323;402364;60;1823.76;M;34;10;0.24;0.10;2;6;15
20886644;402369;60;1023.57;M;35;9;0.21;0.50;2;6;15
20890996;402399;84;1690.65;M;39;14;0.27;0.10;2;0;0
20897217;401989;120;2351.23;F;35;11;0.18;0.10;2;0;0
20897484;402431;84;1277.55;M;48;18;0.34;0.30;2;12;1
20898456;402446;120;1773.27;M;44;22;0.33;0.20;2;0;0
20898653;402448;120;1689.12;F;37;23;0.34;0.20;2;0;0
20899118;402456;84;2142;F;36;19;0.37;0.30;3;0;0
20899373;402459;120;1044.23;F;31;12;0.21;0.50;2;12;15
20899384;402460;48;1148.65;M;34;12;0.32;0.50;2;0;0
20899615;402466;120;1028.93;M;45;11;0.19;0.50;2;12;15
20900271;402473;18;481.95;M;54;6;0.35;0.70;2;18;15
20910368;402488;120;1743.44;F;33;19;0.29;0.10;2;0;0
20910853;402497;84;2363.85;F;57;16;0.32;0.50;3;0;0
20911670;402508;60;1147.5;M;38;6;0.14;0.50;2;6;15
20912171;402518;120;3549.6;M;60;15;0.25;0.20;3;0;0
20912412;402522;84;1433.11;M;45;16;0.31;0.10;2;12;1
20914702;402533;84;1954.86;F;40;20;0.38;0.10;2;12;1
20915101;402536;18;664.02;M;37;3;0.19;0.70;2;18;15
20946426;402538;84;1759.5;F;42;9;0.18;0.50;3;0;0
20947307;402540;120;1751.03;M;59;11;0.19;0.50;3;0;0
20947609;402547;120;1664.64;M;32;15;0.24;0.10;2;12;7
20947833;402551;120;891.23;F;33;15;0.24;0.50;2;12;15
20949150;402570;120;753.53;M;54;10;0.17;0.50;1;12;15
20949700;402580;120;1675.12;F;55;19;0.31;0.10;2;12;7
20950735;402590;18;655.91;M;38;6;0.32;0.70;2;18;15
20960558;402607;120;1823.84;M;43;20;0.3;0.10;2;0;0
20961232;402619;84;2042.55;M;45;19;0.37;0.40;3;0;0
20963052;402652;120;1675.12;M;37;15;0.22;0.10;2;0;0
20963241;402654;12;1116.14;M;39;3;0.22;0.50;2;12;15
20964337;402661;120;1874.25;F;34;25;0.37;0.20;2;0;0
20973328;402682;84;765;M;39;5;0.1;0.60;2;0;0
20973721;402688;84;2195.55;M;51;19;0.37;0.10;2;0;0
20974977;402721;120;1593.5;M;36;13;0.2;0.10;2;0;0
20975760;402737;84;1367.82;F;56;11;0.22;0.20;2;12;1
20981100;402749;120;864.45;M;34;14;0.2;0.50;2;0;0
20985163;402768;120;3284.47;F;44;32;0.54;0.10;3;0;0
20985956;402782;84;1558.15;M;24;9;0.18;0.20;2;12;1
20988392;402811;18;655.91;M;26;5;0.26;0.70;2;18;15
20993512;402804;84;1368.59;M;24;16;0.33;0.30;2;12;6
20996650;402834;120;1147.5;M;32;14;0.23;0.50;2;12;15
20998594;402877;84;1116.14;M;51;16;0.31;0.50;2;0;0
20998761;402878;84;1547.51;M;33;14;0.28;0.30;2;0;0
20999327;402886;84;1575.29;F;28;20;0.38;0.10;2;12;7
21005131;402895;84;1466.51;M;41;13;0.26;0.10;2;0;0
21007813;402902;18;655.61;M;44;6;0.32;0.70;2;18;15
21008016;402904;120;1102.75;M;34;13;0.22;0.50;2;12;15
21008602;402912;120;1326.51;M;32;17;0.26;0.40;2;0;0
21010666;402939;84;2448;F;45;16;0.31;0.20;3;0;0
21011458;402944;84;1053.71;M;38;8;0.15;0.20;1;0;0
21011560;402946;120;1071;M;34;12;0.2;0.50;2;12;15
21011844;402951;18;556.16;F;28;6;0.34;0.70;2;18;15
21012249;402957;120;1399.95;F;44;16;0.24;0.30;2;0;0
21027266;402986;84;1431.39;M;49;17;0.33;0.10;2;12;1
21027495;402989;120;1881.9;M;40;25;0.37;0.20;2;0;0
21028351;402998;84;2006.75;M;48;19;0.37;0.40;3;0;0
21028555;403007;84;1459.62;M;30;18;0.35;0.30;2;12;6
21028914;403016;120;1941.26;M;39;6;0.1;0.20;2;0;0
21029371;401518;84;1453.5;M;25;1;0.03;0.10;2;0;0
21030653;4041;60;2067.57;M;54;17;0.4;0.10;2;6;15
21031204;403028;84;1262.25;M;38;12;0.23;0.50;2;6;15
21039765;403046;120;1407.6;M;36;18;0.3;0.20;2;12;7
21040456;403054;48;1032.37;F;39;12;0.3;0.50;2;0;0
21040663;403059;84;4081.19;M;40;7;0.13;0.30;3;12;3
21041304;403075;48;1100.84;M;50;13;0.34;0.50;2;0;0
21055648;403098;84;1837.84;M;45;12;0.23;0.20;2;12;7
21056580;403133;120;1116.14;M;37;7;0.11;0.50;2;0;0
21056861;403137;84;1759.5;M;53;12;0.23;0.70;4;0;0
21057181;403147;84;1105.43;F;37;9;0.17;0.50;2;0;0
21058111;403183;84;1733.11;M;29;3;0.07;0.50;3;12;15
21064496;403225;120;1699.07;M;40;16;0.28;0.60;4;0;0
21067473;403229;84;2110.79;M;31;11;0.21;0.20;2;12;9
21068840;403256;84;1686.06;M;38;8;0.17;0.30;2;0;0
21069959;403280;84;1898.73;M;25;14;0.28;0.20;2;12;1
21070414;403289;120;1093.19;F;47;12;0.2;0.50;2;12;15
21084976;403353;120;935.98;M;26;12;0.21;0.50;2;12;15
21095645;403395;36;2295;M;38;4;0.14;0.60;4;0;0
21095928;403400;84;1244.46;M;26;10;0.19;0.50;2;6;15
21096486;403414;120;905;M;25;10;0.17;0.50;2;12;15
21096622;403417;120;930.62;M;35;11;0.19;0.50;2;12;15
21096707;403418;84;1032.37;M;33;12;0.24;0.50;2;12;8
21097690;403434;48;717.57;M;47;7;0.17;0.70;2;0;0
21100164;403439;120;1559.45;M;26;17;0.25;0.10;2;0;0
21106380;403452;120;832.32;F;52;6;0.1;0.50;2;12;15
21106752;403458;18;354.81;M;51;5;0.29;0.70;1;18;15
21107006;403463;120;1323.45;M;37;11;0.17;0.40;2;0;0
21107281;403466;120;2065.5;M;38;8;0.13;0.10;2;0;0
21107390;403470;84;2065.5;M;49;9;0.17;0.10;2;12;7
21110064;403512;48;1602.14;M;56;2;0.05;0.10;2;0;0
21118466;146728;12;956.25;M;28;6;0.52;0.60;2;12;15
21120331;403568;84;2639.25;F;52;17;0.34;0.20;3;0;0
21121427;403590;48;1692.95;M;35;7;0.19;0.20;2;0;0
21122633;403591;84;2593.35;F;25;7;0.13;0.40;3;0;0
21126978;403597;120;700.13;M;55;9;0.15;0.60;2;12;15
21130064;403611;48;1159.74;M;55;14;0.37;0.40;2;0;0
21130506;403616;120;3288.96;M;35;21;0.35;0.10;3;0;0
21130523;403617;84;511.76;F;28;8;0.16;0.60;1;0;0
21130901;403618;120;1829.62;M;38;11;0.16;0.10;2;0;0
21131114;403620;84;1501.24;F;31;18;0.34;0.20;2;12;1
21131188;403621;84;2201.13;M;38;17;0.34;0.10;2;12;6
21131339;403623;84;3060;F;44;11;0.21;0.30;3;0;0
21131593;403624;84;2002.54;M;54;10;0.19;0.10;2;12;7
21132595;403633;84;1606.5;F;27;19;0.38;0.30;2;12;6
21139070;403652;84;1935.45;M;44;15;0.28;0.30;2;12;9
21141812;403653;84;3411.9;F;34;18;0.35;0.20;3;0;0
21141866;403654;84;765;F;31;10;0.2;0.60;2;0;0
21143860;403677;84;1660.05;F;45;20;0.39;0.10;2;0;0
21144251;403692;84;3503.7;M;35;7;0.14;0.10;3;0;0
21145058;403696;120;930.62;M;55;11;0.18;0.50;2;12;15
21145329;42920;120;1910.21;M;34;13;0.21;0.20;2;0;0
21157408;403725;84;1116.14;F;54;12;0.23;0.30;2;0;0
21157560;403726;120;1148.65;M;44;17;0.28;0.50;2;12;15
21157713;32195;84;1461.84;F;34;13;0.26;0.30;2;0;0
21157929;403731;120;1148.65;M;45;17;0.28;0.50;2;12;15
21158479;403743;120;1122.26;M;47;14;0.21;0.40;2;0;0
21158832;403749;120;1305.17;M;30;9;0.16;0.50;2;0;0
21159193;403757;120;956.25;F;54;11;0.19;0.60;2;0;0
21159267;369007;120;3978;F;41;21;0.35;0.50;5;0;0
21159276;403761;120;917.24;M;46;6;0.1;0.60;2;12;15
21159406;403765;120;930.55;M;32;9;0.15;0.50;2;12;15
21159711;403774;84;1116.14;M;53;12;0.24;0.30;2;0;0
21159871;399194;120;994.5;F;59;14;0.21;0.10;1;0;0
21160013;403778;120;1874.25;F;38;22;0.32;0.10;2;0;0
21160872;403784;120;1071;F;53;12;0.2;0.30;2;0;0
21161366;403793;18;319.46;F;48;5;0.3;0.70;1;18;15
21172802;403825;120;1148.65;F;38;12;0.2;0.50;2;12;15
21174586;403853;84;2599.16;F;47;15;0.29;0.50;4;12;7
21174639;403855;84;2085.7;M;25;14;0.27;0.50;3;0;0
21180807;403889;84;1493.28;M;43;11;0.21;0.20;2;12;7
21184881;403903;12;1011.71;M;49;2;0.19;0.50;2;12;15
21187033;403917;84;1193.4;M;42;6;0.13;0.20;1;0;0
21187852;403933;120;2677.5;F;35;3;0.06;0.20;3;0;0
21191544;338360;120;937.13;F;33;14;0.24;0.50;2;12;15
21205732;403975;18;561.59;M;51;7;0.37;0.70;2;18;15
21206271;403987;60;944.78;F;28;12;0.28;0.20;1;0;0
21209708;404010;84;2756.53;M;38;7;0.14;0.50;4;0;0
21210428;404022;120;1148.65;M;55;10;0.17;0.50;2;12;15
21210749;404026;120;854.12;F;36;12;0.18;0.30;1;0;0
21211591;404046;84;3058.66;M;34;6;0.12;0.30;3;0;0
21249534;404096;120;1783.22;M;46;22;0.37;0.10;2;0;0
21250581;404110;84;346.55;M;29;6;0.11;0.70;1;3;14
21262636;404161;36;2239.16;M;34;10;0.33;0.50;3;0;0
21262977;404170;18;459;M;37;7;0.37;0.70;2;18;15
21263461;404177;84;1032.06;F;40;12;0.24;0.10;1;0;0
21266787;404194;84;1071;F;40;14;0.26;0.20;1;12;7
21279232;404216;60;1417.55;M;39;11;0.26;0.10;2;6;15
21280441;404234;18;402.31;M;39;5;0.29;0.70;1;18;15
21280643;404238;84;1699.14;M;59;17;0.34;0.30;2;12;6
21291024;404287;84;1790.87;M;33;13;0.26;0.30;2;12;6
21292395;404306;84;765;M;60;11;0.2;0.60;2;0;0
21298539;404325;84;2295;F;29;9;0.18;0.20;2;12;6
21301370;404332;84;2034.9;F;28;5;0.11;0.50;3;12;15
21303110;404370;84;1721.25;M;36;7;0.14;0.10;2;0;0
21303580;330781;120;1585.08;F;27;17;0.28;0.20;2;0;0
21306903;404405;84;1729.51;F;42;14;0.27;0.20;2;12;1
21313440;404417;120;1491.75;M;27;15;0.22;0.30;2;0;0
21314814;404441;48;1025.1;M;58;7;0.19;0.40;2;0;0
21314898;404443;120;818.55;M;58;9;0.15;0.50;2;12;15
21315650;404448;120;1147.5;F;32;8;0.14;0.30;2;0;0
21316211;374513;120;1235.09;M;38;5;0.09;0.50;2;12;15
21316926;404463;120;1489;F;36;15;0.22;0.20;2;0;0
21327389;404492;84;688.5;M;32;10;0.19;0.60;2;0;0
21327478;404494;84;1545.91;M;49;16;0.3;0.20;2;12;7
21327576;404496;84;1836;F;31;13;0.27;0.20;2;0;0
21327653;404499;84;1300.5;M;56;15;0.29;0.30;2;0;0
21327830;255308;120;1838.68;M;34;12;0.2;0.20;2;0;0
21328903;404523;84;875.16;M;53;6;0.12;0.50;2;0;0
21329816;404537;120;1820.7;M;50;12;0.18;0.10;2;0;0
21341541;404583;84;1484.1;M;48;12;0.22;0.20;2;12;7
21341907;404589;120;905;M;37;8;0.13;0.50;2;12;15
21341967;404590;84;4181.55;M;48;2;0.04;0.30;4;12;1
21342820;404608;84;2081.34;M;52;18;0.35;0.10;2;12;1
21343040;404610;84;1759.5;M;40;9;0.18;0.70;4;0;0
21343095;404611;60;988.38;M;30;14;0.34;0.20;1;0;0
21354913;404659;84;3213;M;34;5;0.1;0.50;4;0;0
21355040;404662;84;994.5;M;38;15;0.29;0.60;2;12;6
21363555;404705;120;1683;M;33;8;0.14;0.40;2;0;0
21366788;404710;120;875.16;M;52;10;0.16;0.50;2;12;15
21367551;404722;84;3901.5;M;36;20;0.4;0.20;4;0;0
21367975;404731;18;677.03;M;36;4;0.25;0.70;2;18;15
21368593;404740;84;1170.45;M;44;8;0.15;0.10;1;0;0
21368608;404741;84;1666.17;M;26;17;0.34;0.40;2;12;7
21368906;404743;84;1147.5;M;56;15;0.3;0.20;1;0;0
21368940;404744;84;1390.01;M;33;9;0.18;0.50;2;12;15
21369773;404755;120;2067.57;M;23;25;0.38;0.10;2;0;0
21379421;404771;84;2289.49;M;45;10;0.19;0.20;2;12;1
21379522;404773;84;1360.17;M;36;18;0.35;0.20;2;0;0
21379575;404774;84;2204.5;M;37;19;0.38;0.40;3;0;0
21381134;380185;84;4360.5;M;50;4;0.07;0.20;4;12;1
21381390;404792;120;1147.5;M;52;15;0.25;0.20;1;0;0
21383810;255510;120;1249.25;F;36;7;0.11;0.30;2;0;0
21390804;404837;84;1298.59;M;48;14;0.28;0.50;2;12;15
21394217;404864;84;631.13;M;45;10;0.2;0.60;2;0;0
21394627;404873;84;1168.92;M;29;11;0.21;0.30;2;12;7
21394711;404877;84;952.43;M;54;15;0.29;0.70;2;12;15
21395064;404882;119;899.64;M;25;13;0.21;0.60;2;0;0
21395564;404888;84;994.5;F;39;10;0.21;0.50;2;0;0
21395644;404892;84;4425.53;M;45;17;0.35;0.20;4;0;0
21396009;404896;120;963.9;M;35;8;0.14;0.40;2;0;0
21396873;404906;60;775.71;M;60;7;0.17;0.40;1;6;15
21397118;404910;84;1272.96;F;44;13;0.25;0.20;2;0;0
21397159;404912;12;1308.15;M;33;8;0.69;0.50;2;12;15
21406874;404926;84;466.65;F;61;8;0.14;0.80;2;3;14
21408895;404972;120;905;M;38;7;0.12;0.50;2;12;15
21409636;404986;120;875.16;M;32;4;0.07;0.50;2;12;15
21415633;405000;84;2747.12;F;40;13;0.26;0.10;2;0;0
21420549;380622;84;918;M;55;6;0.12;0.50;2;0;0
21420609;405033;84;803.25;F;36;9;0.18;0.50;2;0;0
21420942;405039;120;1628.69;M;30;10;0.15;0.10;2;0;0
21421354;405048;84;1267.61;M;35;21;0.41;0.50;2;12;15
21421627;405058;120;1147.5;F;31;12;0.2;0.50;2;12;15
21426389;388766;84;673.2;M;48;11;0.22;0.70;2;6;15
21427996;405083;18;366.44;M;60;4;0.22;0.80;2;18;15
21428288;405091;84;2254.84;M;28;12;0.23;0.10;2;12;1
21431509;405098;120;2147.36;M;37;9;0.16;0.10;2;12;7
21431933;405103;120;1783.22;M;35;5;0.08;0.10;2;0;0
21432478;405117;120;875.16;M;59;14;0.24;0.50;2;12;15
21432842;405126;120;1400.26;F;28;10;0.15;0.20;2;0;0
21433370;405139;120;1930.55;M;48;13;0.2;0.10;2;0;0
21433550;405144;120;2102.22;F;39;5;0.08;0.20;2;0;0
21434301;405152;12;1215.97;M;53;5;0.38;0.50;2;12;15
21434325;405153;84;1683;M;35;17;0.33;0.10;2;12;1
21437481;405166;12;229.5;M;41;2;0.13;0.90;2;12;15
21440745;141705;84;2883.29;M;31;5;0.11;0.30;3;0;0
21444632;405180;120;1988.24;F;29;17;0.25;0.10;2;0;0
21444640;405181;120;1072.84;M;24;14;0.24;0.20;1;0;0
21446058;405210;120;875.16;M;61;12;0.2;0.50;2;12;15
21448118;405228;18;579.72;M;36;7;0.38;0.70;2;18;15
21448629;405230;120;2509.2;M;30;19;0.32;0.10;2;0;0
21448863;405231;84;3541.95;F;50;12;0.23;0.20;4;0;0
21457931;405242;18;689.19;M;35;2;0.12;0.70;2;18;15
21458214;405243;120;755.82;M;35;8;0.14;0.60;2;12;15
21458410;362014;120;2059.99;F;45;13;0.2;0.10;2;0;0
21459051;405258;84;1105.43;F;44;10;0.21;0.20;1;0;0
21459077;405260;84;1845.79;F;43;19;0.37;0.20;2;12;1
21459562;404595;84;1200.29;M;25;16;0.32;0.50;2;6;15
21459697;405275;120;1216.35;M;26;18;0.3;0.40;2;0;0
21461842;405299;84;2732.58;M;33;12;0.23;0.20;3;0;0
21470176;389237;84;2616.3;M;26;16;0.3;0.10;2;12;1
21470407;405315;120;1088.06;M;33;2;0.03;0.60;2;0;0
21470486;405317;120;950.13;F;41;15;0.25;0.50;2;12;15
21471146;405329;120;994.5;M;53;15;0.25;0.60;2;0;0
21472254;405343;24;7519.95;M;47;2;0.07;0.50;5;0;0
21472289;405345;84;1914.93;M;44;8;0.16;0.50;3;12;2
21481668;405370;84;1897.2;M;41;25;0.49;0.20;2;0;0
21485279;405379;12;1109.25;M;35;5;0.4;0.60;2;12;15
21486503;405396;84;1224;M;43;9;0.17;0.60;2;0;0
21486717;405400;84;1912.5;M;39;13;0.25;0.40;3;0;0
21487021;405408;120;755.06;M;28;7;0.11;0.60;2;12;15
21488018;405424;120;1024.72;M;59;9;0.15;0.50;2;12;15
21488884;405429;120;1820.7;M;39;21;0.31;0.10;2;0;0
21498106;405440;120;1842.89;M;35;13;0.19;0.10;2;0;0
21498263;405444;72;1147.5;M;39;15;0.33;0.60;3;0;0
21498282;405445;120;632.86;M;60;8;0.14;0.70;2;0;0
21498534;405451;84;2067.57;F;46;18;0.34;0.10;2;12;7
21499939;405473;84;803.25;M;36;1;0.03;0.50;2;0;0
21499981;405474;84;1377;F;46;12;0.23;0.50;2;0;0
